VIN,predicted price,Stock #,Cab Type,Drivetrain,Rear Wheels,Fuel Type,Transmission,Color,Vehicle Trim
1FT7W2BT2GEA63937,48834.94,PF217,Crew,4x4,SRW,Diesel,Automatic,Magnetic Metallic,Lariat
3GCPCREC8HG283025,48834.94,PF236,Crew,4x2,SRW,Flex Fuel,Automatic,Black,LT
1FTEW1EG2FKE97338,50704.35,PF239,SuperCrew,4x4,SRW,Gasoline,Automatic,Ingot Silver Metallic,Lariat
1FTFW1ET4BFC19190,46086.88,FT210671A,Super,4x4,SRW,Gasoline,Automatic,Blue,XLT
1C6RR7TT9KS662394,50229.06,7209R,Crew,4x4,SRW,Gasoline,Automatic,Billet Silver Metallic Clearcoat,Big Horn
3GCUCRER5JG348569,48834.94,7267C,Crew,4x2,SRW,Hybrid,Automatic,Iridescent Pearl Tricoat,LT
3C6UR5CL9GG380625,47782.82,2612A,Crew,4x4,SRW,Diesel,Automatic,Bright Silver Metallic Clearcoat,Tradesman
1FTEW1C42LFB36639,50704.35,LFB36639PCR,SuperCrew,4x2,SRW,Gasoline,AUTOMATIC,Iconic Silver Metallic,PLATINUM
1FT8W3BT7HEF49753,47880.47,P17851A,Crew,4x4,SRW,Diesel,TorqShift 6-Speed Automatic,Ingot Silver,XLT
1FTFW1RG8KFD54590,56558.06,P17890,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Ruby Red,Raptor
1FTFW1EG3JFD05267,44007.0,P17878,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,White,XLT
1FTEW1EG5HFB22572,44007.0,F21360A,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Oxford White,XLT
1FT8W3BT6HED92748,60450.71,P17895,Crew,4x4,SRW,Diesel,TorqShift 6-Speed Automatic,Bronzefire,Lariat
1FT8W3BT8FEA97261,60450.71,F21013B,Crew,4x4,SRW,Diesel,TorqShift 6-Speed Automatic,Red,Lariat
1FTEW1E58LKE07720,44007.0,P17896,SuperCrew,4x4,SRW,Flex Fuel,10-Speed Automatic,Red,XLT
1FTEW1EF7HKD10668,50704.35,P17875,SuperCrew,4x4,SRW,Flex Fuel,6-Speed Automatic Electronic,White Platinum,Lariat
1FT7W2B61DEB09263,47880.47,F21526A,Crew,4x4,SRW,Flex Fuel,TorqShift 6-Speed Automatic,Sterling,XLT
1FTEW1E56KFB19430,56558.06,P17876,SuperCrew,4x4,SRW,Flex Fuel,10-Speed Automatic,White,Lariat
1FTEW1EP6LFA87890,56558.06,P17888,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Gray,Lariat
1FTWF33P55EA16496,49841.82,F21263A,Regular,4x4,DRW,Diesel,6-Speed Manual with Overdrive,Oxford White Clearcoat,XL
1FTER4FHXKLA01786,56558.06,P17883,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Shadow Black,Lariat
1FTFX1EG3FKE17983,46086.88,F21462A,Super,4x4,SRW,Gasoline,6-Speed Automatic Electronic,Magnetic Metallic,XL
1FTFW1E80MFA28526,46086.88,F38315,SuperCrew,4x4,SRW,Gasoline,Automatic,Agate Black Metallic,XLT SPT APPEAR PKG
1FT8W3BTXMEC38747,47782.82,F38300,Crew,4x4,SRW,Diesel,Automatic,Oxford White,UPF SWITES (6)
3GCNWAEF0LG234923,33828.59,P28694,Regular,4x2,SRW,Gasoline,Automatic,Summit White,Work Truck
3GTU2MEC9HG176784,48834.94,P28622,Crew,4x4,SRW,Gasoline,Automatic,Dark Slate Metallic,SLE
1GCEK19B06Z239739,48834.94,P28749,Extended,4x4,SRW,Gasoline,Automatic,Silver Birch Metallic,LT1
1GT42UCG8KF206033,48834.94,P28539,Crew,4x4,SRW,Flex Fuel,Automatic,Onyx Black,SLE
1GT12REY3KF208228,48834.94,P28715,Crew,4x4,SRW,Diesel,Automatic,Summit White,SLT
3GCPKSE77DG365030,48834.94,P28612,Crew,4x4,SRW,Flex Fuel,Automatic,Summit White,LT
1GC4K0C84FF650324,48834.94,P28634,Crew,4x4,SRW,Diesel,Automatic,Blue,LTZ
3GCUYHET4MG236597,48834.94,24208,Crew,4x4,SRW,Diesel,Automatic,Satin Steel Metallic,High Country
1FT8W3B60GEC64336,47782.82,P28774,Crew,4x4,SRW,Gasoline,Automatic,White,XL
1GCVKRECXFZ231449,48834.94,P28752,Double,4x4,SRW,Gasoline,Automatic,Silver Ice Metallic,LT
1FTFW1EG8JFD96388,50704.35,P28760,SuperCrew,4x4,SRW,Gasoline,Automatic,MAGMA RED,Platinum
1FTFW1ETXCFB43766,46086.88,24071B,Super,4x4,SRW,Gasoline,Automatic,Gray,XLT
3GCUYEET4MG237148,48834.94,24207,Crew,4x4,SRW,Diesel,Automatic,Northsky Blue Metallic,RST
1FTEW1E84FKE25548,46086.88,24230A,SuperCrew,4x4,SRW,Gasoline,Automatic,Red,XLT
1GCUYAEF8MZ255378,47782.82,24315,Crew,4x4,SRW,Gasoline,Automatic,Summit White,WT
3GCPYBEKXMG237125,45519.24,24201,Crew,4x4,SRW,Gasoline,Automatic,Summit White,Custom
1GCGTCE38F1117242,35698.88,P28711,Crew,4x4,SRW,Gasoline,Automatic,Black,4WD Z71
1GCGTEEN7J1269065,35698.88,P28493B,Crew,4x4,SRW,Gasoline,Automatic,Cajun Red Tintcoat,4WD ZR2
3GCUKREH3HG234378,48834.94,P28731,Crew,4x4,SRW,Flex Fuel,Automatic,Silver Ice Metallic,LT
3GCUYEED8MG226811,48834.94,24249,Crew,4x4,SRW,Gasoline,Automatic,Black,RST
3GCUYGED5MG226602,48834.94,24166,Crew,4x4,SRW,Gasoline,Automatic,Satin Steel Metallic,LTZ
1FTER4FH5LLA55241,46086.88,24113A,SuperCrew,4x4,SRW,Gasoline,Automatic,White,XLT
3GCPYBEK9MG254966,45519.24,24233,Crew,4x4,SRW,Gasoline,Automatic,Red Hot,Custom
3GCNWAEF0LG247462,33828.59,P28695,Regular,4x2,SRW,Gasoline,Automatic,Summit White,Work Truck
1GT42WEY2KF211133,45519.24,P28538,Crew,4x4,SRW,Diesel,Automatic,Red Quartz Tintcoat,Denali
1GT120CGXEF173178,48834.94,P28740,Crew,4x4,SRW,Flex Fuel,Automatic,Summit White,SLE
1GCGTCEN9J1156514,35698.88,P28763,Crew,4x4,SRW,Gasoline,Automatic,Kinetic Blue Metallic,4WD LT
1GT120CG8EF174538,48834.94,D00988,Crew,4x4,SRW,Flex Fuel,Automatic,Summit White,SLE
3GCUKSEC4FG458266,48834.94,P28586,Crew,4x4,SRW,Gasoline,Automatic,White Diamond Tricoat,LTZ
1GT42YEY8JF243790,45519.24,P28693,Crew,4x4,SRW,Diesel,Automatic,Onyx Black,Denali
1GC4K0CYXHF248598,48834.94,D01000,Crew,4x4,SRW,Diesel,Automatic,Black,LTZ
1GCGTCENXH1327717,35698.88,P28667,Crew,4x4,SRW,Gasoline,Automatic,Silver Ice Metallic,4WD LT
3GCPYBEKXMG240798,45519.24,24202,Crew,4x4,SRW,Gasoline,Automatic,Red Hot,Custom
1C6RD7JTXCS141199,68726.29,D01026,Quad,4x4,SRW,Gasoline,Automatic,Black,Laramie
3GCUYDET9MG177183,48834.94,23998,Crew,4x4,SRW,Diesel,Automatic,Summit White,LT
1GCGTDEN6J1230199,35698.88,P28766,Crew,4x4,SRW,Gasoline,Automatic,Wheatland Yellow,4WD Z71
3C6JR7CT1EG334010,33828.59,P28650,Regular,4x4,SRW,Gasoline,Automatic,Black Clearcoat,Sport
3GTU2MEC7GG133236,48834.94,P28657,Crew,4x4,SRW,Gasoline,Automatic,Summit White,SLE
3GCUYEED3MG220060,48834.94,24322,Crew,4x4,SRW,Gasoline,Automatic,Northsky Blue Metallic,RST
3GCPYBEK8MG243196,45519.24,24203,Crew,4x4,SRW,Gasoline,Automatic,Satin Steel Metallic,Custom
1FT8W3BT7HEB96298,48834.94,D00981,Crew,4x4,SRW,Diesel,Automatic,BLACK,Platinum
3GCUYGEDXMG184217,48834.94,24095,Crew,4x4,SRW,Gasoline,Automatic,Black,LTZ
3GCUYDED6MG182091,48834.94,24099,Crew,4x4,SRW,Gasoline,Automatic,Oxford Brown Metallic,LT
1GT42TCY3KF238245,50229.06,P28780,Crew,4x4,SRW,Diesel,Automatic,Summit White,CREW CAB 4WD 153.
1FTER4FH9KLA75992,46086.88,P28767,SuperCrew,4x4,SRW,Gasoline,Automatic,Blue,XLT
1FTFW1EV1AFA52951,50704.35,24106B,Super,AWD,SRW,Flex Fuel,Automatic,Maroon,Harley-Davidson
1GCEC14T12Z216879,68726.29,X1075,Regular,4x2,SRW,Gasoline,Automatic,Onyx Black,LS
1GCGTDEN7K1265397,35698.88,P28744,Crew,4x4,SRW,Gasoline,Automatic,Summit White,4WD Z71
3GTU2MEC3HG347979,48834.94,P28789,Crew,4x4,SRW,Gasoline,Automatic,Crimson Red Tintcoat,SLE
1GC5YNE74MF226935,48834.94,24302,Double,4x4,SRW,Gasoline,Automatic,Summit White,LT
2GCEK13Y571564393,48834.94,24205A,Crew,4x4,SRW,Gasoline,Automatic,Black,LT w/2LT
3C6UR5FL0LG110804,48834.94,P28725,Crew,4x4,SRW,Diesel,Automatic,Bright White Clearcoat,Laramie
1GC1KXCG0DF190420,48834.94,P28775,Crew,4x4,SRW,Gasoline,Automatic,Summit White,LT
1FTER1FH4MLD04113,44007.0,215815,Super,4x4,SRW,Gasoline,10-Speed Automatic,Green,XLT
1FTER4FH3MLD24354,44007.0,216053,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Green,XL
1FTFW1EG6JKC85233,56558.06,6679P,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Silver,Lariat
1C6RR7SM4JS228456,47782.82,620367B,Crew,4x4,SRW,Diesel,8-Speed Automatic (845Re),Bright White Clearcoat,Tradesman 4x4 Crew Cab 57 Box
3C6UR5CL9LG117495,47782.82,6200156A,Crew,4x4,SRW,Diesel,8-Speed Auto (8Hp75-Lcv),BLU 5M0V4 AI1,Tradesman 4x4 Crew Cab 64 Box
3C63RRGL7JG299465,70115.94,9C93741,Crew,4x4,DRW,Diesel,6-Speed Automatic 66Rfe,GRT 5L0V1 FC2,Tradesman 4x4 Crew Cab 8 Box
1C6RRFMG4KN878261,50229.06,9C93749,Crew,4x4,SRW,Gasoline,8-Speed Automatic (850Re),GRT 3L0V6 FC2,Big Horn/Lone Star 4x4 Crew Cab 
1C6RRFFG7KN878252,50229.06,620923A,Crew,4x4,SRW,Gasoline,8-Speed Automatic (850Re),3T4M4 AI2,Big Horn/Lone Star 4x4 Crew Cab 
1C6RR6LTXFS729505,35698.88,6200009A,Crew,4x2,SRW,Gasoline,8-Speed Automatic 845Re,Red,2WD Crew Cab 5.7 Ft Box SLT
1FTMF1CB1JKD57034,36904.82,621123C,Regular,4x2,SRW,Gasoline,Electronic 6-Speed Automatic,White 2T8M4 GC2,2WD Regular Cab Box
1GCVKPEC3JZ373090,45519.24,6200011A,Double,4x4,SRW,Gasoline,"6-Speed Automatic, Electronically Controlled With",Silver 3M1V4 GC2,Double Cab Standard Box 4-Wheel 
3C63R3JL3KG589242,48834.94,620722A,Crew,4x4,SRW,Diesel,8-Speed Auto (8Hp75-Lcv),White 6S4C0 GC1,Laramie 4x4 Crew Cab 8 Box
3C63R3KL9GG131100,35698.88,993733,Crew,4x4,SRW,Diesel,6-Speed Automatic 66Rfe,White 4L0V8 AI,4WD Crew Cab 169 Longhorn
3C6TD5CTXCG280974,35698.88,621294A,Crew,4x4,SRW,Gasoline,6-Speed Automatic W/OD (Req: Ezc Engine),Bright Silver Metallic,4WD Crew Cab 6.4 Ft Box ST
3C6TR5FJ5GG125248,35698.88,820657K,Crew,4x4,SRW,Gasoline,6-Speed Automatic (66Rfe),Silver 5R5A3 FC1,4WD Crew Cab 6.4 Ft Box Laramie 
3C63R3ML8HG596806,68726.29,620868A,Mega,4x4,SRW,Diesel,6-Speed Automatic 66Rfe,BLU 5B4H5 GC2,Laramie 4x4 Mega Cab 64 Box
1GCVKREC0JZ141980,35698.88,820734A,Double,4x4,SRW,Gasoline,"6-Speed Automatic, Electronically Controlled With",BLU 3R7M7 GC2,4WD Double Cab 143.5 LT
3C63R3ML5JG374312,68726.29,621077A,Mega,4x4,SRW,Diesel,6-Speed Automatic 66Rfe,Silver 6M0V5 GC2,Laramie 4x4 Mega Cab 64 Box
1GC5KYBGXAZ201071,35698.88,621299A,Extended,4x4,SRW,Gasoline,"6-Speed Automatic, Heavy-Duty, Electronically Cont",White 2R7A4 AI2,4WD Ext Cab LTZ
3GCUKREC8FG392295,35698.88,621155A,Crew,4x4,SRW,Gasoline,"6-Speed Automatic, Electronically Controlled With",Deep Ruby Metallic,4WD Crew Cab LT
1FTEX1CM9DFD69271,38171.12,621030A,Super,4x2,SRW,Gasoline,6-Speed Electronic Automatic W/OD & Tow/Haul Mode,Tuxedo Black Metallic,2WD Supercab 145
1FTFW1ET8DKD69958,38171.12,6200151B,SuperCrew,4x4,SRW,Gasoline,6-Speed Electronic Automatic W/OD & Tow/Haul Mode,Black 2F9M8 GC2,4WD Supercrew
1FTFW1RG9HFC35164,50704.35,621353A,SuperCrew,4x4,SRW,Gasoline,Electronic 10-Speed Automatic,Avalanche,Raptor 4WD Supercrew 5.5 Box
1C6RR7FT3JS134974,41385.47,6200171A,Quad,4x4,SRW,Gasoline,8-Speed Automatic (845Re),Blue Streak Pearlcoat,4x4 Quad Cab 64 Box
1FTFW1EG8FFA15940,38171.12,6200142B,SuperCrew,4x4,SRW,Gasoline,Electronic 6-Speed Automatic,White,4WD Supercrew 157
1C6RR7NM7HS875715,48834.94,621306A,Crew,4x4,SRW,Diesel,8-Speed Automatic (845Re),Bright White Clearcoat,Laramie 4x4 Crew Cab 57 Box
1C6RR7FG0ES450213,36904.82,820620C,Quad,4x4,SRW,Gasoline,8-Speed Automatic (845Re),Black Clearcoat,4WD Quad Cab 6.4 Ft Box Tradesma
3C6UR5HJXHG679050,47782.82,6200080A,Crew,4x4,SRW,Gasoline,6-Speed Automatic (66Rfe),Bright White Clearcoat,Tradesman 4x4 Crew Cab 8 Box
1C6RR7GG0MS544556,33828.59,621355,Quad,4x4,SRW,Gasoline,8-Speed Automatic 850RE Transmission,Granite Crystal Metallic Clearcoat,WARLOCK QUAD CAB 4X4 6'4 BOX
3C6UR5HJ6MG580915,47782.82,621398,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75-LCV Transmission,Granite Crystal Metallic Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX
3C6UR5DL9MG572542,50229.06,621302,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Billet Silver Metallic Clearcoat,BIG HORN CREW CAB 4X4 6'4 BOX
3C63RRGL3MG588301,70115.94,621354,Crew,4x4,DRW,Diesel,6-Speed Automatic 68RFE Transmission,Bright White Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX
3C63RRGL5MG588302,70115.94,621344,Crew,4x4,DRW,Diesel,6-Speed Automatic 68RFE Transmission,Granite Crystal Metallic Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX
3C63RRGL9MG588299,70115.94,588299,Crew,4x4,DRW,Diesel,6-Speed Automatic 68RFE Transmission,Billet Silver Metallic Clear-Coat  Paint,TRADESMAN CREW CAB 4X4 8' BOX
3C63R3GL3MG588747,47782.82,588747,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Bright White Clear-Coat  Paint,TRADESMAN CREW CAB 4X4 8' BOX
3C6UR5FL7MG582063,48834.94,621364,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Delmonico Red Pearlcoat,LARAMIE CREW CAB 4X4 6'4 BOX
3C6UR5FL9MG582064,48834.94,621365,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Maximum Steel Metallic Clearcoat,LARAMIE CREW CAB 4X4 6'4 BOX
1C6SRFMT4MN695864,50229.06,621408,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75 Transmission,Flame Red Clearcoat,BIG HORN CREW CAB 4X4 6'4 BOX
3C63RRKL3MG592405,70115.94,621402,Crew,4x4,DRW,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Diamond Black Crystal Pearlcoat,LIMITED LONGHORN CREW CAB 4X4 8'
3C63R3GL3MG588294,47782.82,621360,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Billet Silver Metallic Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX
3C63R3JL8MG551945,48834.94,621238,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Billet Silver Metallic Clearcoat,LARAMIE CREW CAB 4X4 8' BOX
3C63R3GL1MG588942,47782.82,621332,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Bright White Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX
3C6RR7KT3MG587462,47782.82,621305,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP70 Transmission,Billet Silver Metallic Clear-Coat  Paint,TRADESMAN CREW CAB 4X4 5'7 BOX
3C63R3HL2MG550795,50229.06,621232,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Bright White Clearcoat,BIG HORN CREW CAB 4X4 8' BOX
3C63RRGL1MG588300,70115.94,588300,Crew,4x4,DRW,Diesel,6-Speed Automatic 68RFE Transmission,Billet Silver Metallic Clear-Coat  Paint,TRADESMAN CREW CAB 4X4 8' BOX
3C6UR5HJ4MG583246,47782.82,621374,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75-LCV Transmission,Delmonico Red Pearlcoat,TRADESMAN CREW CAB 4X4 8' BOX
3C63RRGL1MG588832,70115.94,588832,Crew,4x4,DRW,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Billet Silver Metallic Clear-Coat  Paint,TRADESMAN CREW CAB 4X4 8' BOX
1C6SRFHM3MN704976,48834.94,621382,Crew,4x4,SRW,Diesel,8-Speed Automatic 8HP75 Transmission,Maximum Steel Metallic Clearcoat,LIMITED CREW CAB 4X4 5'7 BOX
1FT7W2BT0HEF17765,35690.65,621315A,Crew,4x4,SRW,Diesel,Torqshift-G 6-Spd Auto W/Selectshift,Blue Jeans Metallic,4WD Crew Cab Box
3C6UR5HJXMG580724,47782.82,621346,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75-LCV Transmission,Patriot Blue Pearl-Coat  Paint,TRADESMAN CREW CAB 4X4 8' BOX
3C63RRKL9MG592408,70115.94,592408,Crew,4x4,DRW,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,RV Walnut Brown Metallic Clear-Coat  Paint,LIMITED LONGHORN CREW CAB 4X4 8'
3C63R3HL7HG723359,48834.94,993757,Crew,4x4,SRW,Diesel,6-Speed Automatic 66Rfe,Silver 6A9V8 AI1,SLT 4x4 Crew Cab 8 Box
3C6UR5HJ8MG580723,47782.82,621381,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75-LCV Transmission,Bright White Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX
3C63R3HL5FG555752,35698.88,620738A,Crew,4x4,SRW,Diesel,6-Speed Automatic 66Rfe,BRN 4F8M6 GC2,4WD Crew Cab 8 Ft Box SLT
1C6RD6FT7CS290012,36904.82,821202B,Quad,4x2,SRW,Gasoline,4-Speed Vlp Automatic (Req: Ekg Engine),Bright White,2WD Quad Cab 6.3 Ft Box ST
3C63R3GL1MG588293,47782.82,621359,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Billet Silver Metallic Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX
1C6SRFPT2MN696913,48834.94,621348,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75 Transmission,Billet Silver Metallic Clearcoat,LIMITED CREW CAB 4X4 6'4 BOX
3C6UR5DL7MG580722,50229.06,621380,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Delmonico Red Pearlcoat,BIG HORN CREW CAB 4X4 6'4 BOX
3C6RR7KG9MG600864,47782.82,621389,Crew,4x4,SRW,Gasoline,8-Speed Automatic 850RE Transmission,Bright White Clearcoat,TRADESMAN CREW CAB 4X4 5'7 BOX
1C6RR7GG3MS544552,33828.59,621350,Quad,4x4,SRW,Gasoline,8-Speed Automatic 850RE Transmission,Billet Silver Metallic Clearcoat,WARLOCK QUAD CAB 4X4 6'4 BOX
1C6SRFU96MN905420,47782.82,621410,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP95 Transmission,Bright White Clearcoat,TRX CREW CAB 4X4 5'7 BOX
3C6UR5DLXMG579922,50229.06,579922,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Billet Silver Metallic Clear-Coat  Paint,BIG HORN CREW CAB 4X4 6'4 BOX
3C6UR5DL7MG573009,50229.06,621371,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Granite Crystal Metallic Clearcoat,BIG HORN CREW CAB 4X4 6'4 BOX
3C6UR5DL8MG581345,50229.06,581345,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Diamond Black Crystal Pearl-Coat  Paint,BIG HORN CREW CAB 4X4 6'4 BOX
1C6SRFMT5MN694223,50229.06,621409,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75 Transmission,Diamond Black Crystal Pearlcoat,BIG HORN CREW CAB 4X4 6'4 BOX
3C63R3GL7MG588296,47782.82,621362,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Maximum Steel Metallic Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX
3C63R3AL3MG574713,33828.59,621396,Regular,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Bright White Clearcoat,TRADESMAN REGULAR CAB 4X4 8' BOX
3C6UR5CJ5MG594621,47782.82,621392,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75-LCV Transmission,Delmonico Red Pearlcoat,TRADESMAN CREW CAB 4X4 6'4 BOX
3C63R3KL6MG574803,48834.94,621401,Crew,4x4,SRW,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Diamond Black Crystal Pearlcoat,LIMITED LONGHORN CREW CAB 4X4 8'
3C63R3GL6MG588774,47782.82,621333,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Bright White Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX
3C6UR5FL0MG594622,48834.94,621385,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Maximum Steel Metallic Clearcoat,LARAMIE CREW CAB 4X4 6'4 BOX
1GCPKSE79CF162379,63767.53,621301A,Crew,4x4,SRW,Gasoline,"4-Speed Automatic, Electronically Controlled With",Silver 1R4A8 AI2,Crew Cab Short Box 4-Wheel Drive
3C63RRGL0MG588837,70115.94,621316,Crew,4x4,DRW,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Bright White Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX
1C6SRFMT9MN701190,50229.06,621375,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75 Transmission,Maximum Steel Metallic Clear-Coat  Paint,BIG HORN CREW CAB 4X4 6'4 BOX
3C63R3GL5MG588295,47782.82,621361,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Maximum Steel Metallic Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX
1C6SRFHM8MN703144,48834.94,621395,Crew,4x4,SRW,Diesel,8-Speed Automatic 8HP75 Transmission,Delmonico Red Pearlcoat,LIMITED CREW CAB 4X4 5'7 BOX
3C6UR5HJ2MG583245,47782.82,621393,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75-LCV Transmission,Billet Silver Metallic Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX
3C63RRKL5MG592406,70115.94,621372,Crew,4x4,DRW,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Granite Crystal Metallic Clearcoat,LIMITED LONGHORN CREW CAB 4X4 8'
1C6SRFPT2MN682204,48834.94,621391,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75 Transmission,Delmonico Red Pearlcoat,LIMITED CREW CAB 4X4 6'4 BOX
3C6UR5GL0MG580718,48834.94,621390,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Pearl White,LIMITED LONGHORN CREW CAB 4X4 6'
3C63R3GL8MG588775,47782.82,588775,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Maximum Steel Metallic Clear-Coat  Paint,TRADESMAN CREW CAB 4X4 8' BOX
1C6SRFMT6MN671467,50229.06,621405,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75 Transmission,Tank Clearcoat,BIG HORN CREW CAB 4X4 6'4 BOX
1FTEW1E55KFC13685,46086.88,REC1450,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XLT
1FTMF1CB8MKD99267,33828.59,MF1C0001*O,Regular,4x2,SRW,Gasoline,Automatic,Oxford White,XL
1FTMF1EP7MKD99270,33828.59,MF1E0005*O,Regular,4x4,SRW,Gasoline,Automatic,Oxford White,XL
1FT8W3BT1JEB76554,47782.82,RAA0177,Crew,4x4,SRW,Diesel,Automatic,WHITE,XL
1FTFW1E57KFB70620,46086.88,RAG0033,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XLT
1FTEW1EG4GKE95284,50704.35,RN22702A,SuperCrew,4x4,SRW,Gasoline,Automatic,Ruby Red Metallic Tinted Clearcoat,Lariat
1FTEW1EP8KFB67139,50704.35,RC8884,SuperCrew,4x4,SRW,Gasoline,Automatic,Agate Black Metallic,LARIAT
1FT8W3BT3KEF25909,47782.82,RAG0050,Crew,4x4,SRW,Diesel,Automatic,Oxford White,XLT
1FT8W3B67KEF94290,47782.82,RAG0051,Crew,4x4,SRW,Gasoline,Automatic,WHITE,XL
1FT8W3B68HED00789,48834.94,RAF0120,Crew,4x4,SRW,Gasoline,Automatic,WHITE,Platinum
1FT8W3BT9JEB86037,47782.82,RAB0149,Crew,4x4,SRW,Diesel,Automatic,SILVER,XL
1FTSW21P35EC60806,47782.82,RN23304A,Crew,4x4,SRW,Diesel,Automatic,Oxford White,XLT
1FTEW1EP6JKD81181,46086.88,RSC1181,SuperCrew,4x4,SRW,Gasoline,Automatic,WHITE,XL
1C6RR6KM3KS749552,47782.82,RTC1748,Crew,4x2,SRW,Diesel,Automatic,Bright White Clearcoat,Tradesman
1FT8W3B60HED62851,48834.94,RAF0134,Crew,4x4,SRW,Gasoline,Automatic,BLUE,Platinum
1FTFW1E56JFC67712,46086.88,RAC0161,SuperCrew,4x4,SRW,Gasoline,Automatic,BLACK,XL
1GCRYDED0KZ353436,48834.94,2180189B,Double,4x4,SRW,Gasoline,Automatic,Black,LT
1GCRCREH3EZ269629,48834.94,P11406A,Double,4x2,SRW,Flex Fuel,Automatic,Silver Ice Metallic,LT
1GCHSBEA1K1302274,35698.88,P11513,Extended,4x2,SRW,Gasoline,Automatic,Silver Ice Metallic,2WD Work Truck
1GCPTDE19H1240815,35698.88,P11520,Crew,4x4,SRW,Diesel,Automatic,Graphite Metallic,4WD Z71
1FTFX1CT8EFB70175,46086.88,14604A1,Super,4x2,SRW,Gasoline,6-Speed Automatic Electronic,Gold,XLT
1GC4YNEY5MF230173,48834.94,T21915,Crew,4x4,SRW,Diesel,Automatic,Silver Ice Metallic,LT
3GTRKVE38AG293306,60450.71,U5979,Crew,4x4,SRW,Flex Fuel,automatic w/od,Pure Silver Metallic,SLE
1GCVKREHXEZ335238,48834.94,260889A,Double,4x4,SRW,Flex Fuel,6-Speed A/T,Maroon,LT
1GCNCPEX4CZ321096,45342.18,U5978,Regular,4x2,SRW,Gasoline,automatic,Summit White,Work Truck
